symbol,asd,devreg,cns,housekeeping,gene_len,protein_len,transcripts,te,rvis
ZIC3,no link,non-devreg,non-CNS,luxury,5914,467,2,0,0.61
ZIC4,no link,non-devreg,non-CNS,luxury,18237,384,8,2,-0.05
ZIC5,no link,non-devreg,CNS,luxury,8904,663,2,0,NA
ZIK1,no link,non-devreg,non-CNS,luxury,8131,487,2,11,-0.36
ZIM2,no link,non-devreg,non-CNS,luxury,66175,527,6,102,0.91
ZIM3,no link,non-devreg,non-CNS,luxury,11107,472,2,25,1.42
ZKSCAN1,no link,non-devreg,non-CNS,housekeeping,22185,563,6,44,-0.71
ZKSCAN2,no link,non-devreg,non-CNS,luxury,21534,967,2,38,0.34
ZKSCAN3,no link,Devreg,non-CNS,luxury,19264,538,6,40,0.51
ZKSCAN4,no link,non-devreg,non-CNS,luxury,7513,545,4,10,-0.53
ZKSCAN5,no link,non-devreg,non-CNS,luxury,29173,839,4,75,-0.71
ZKSCAN7,no link,non-devreg,non-CNS,luxury,16938,754,10,25,0.94
ZKSCAN8,no link,non-devreg,non-CNS,luxury,17563,578,8,16,0.49
ZMAT1,no link,non-devreg,non-CNS,luxury,49780,638,6,61,0.22
ZMAT2,no link,non-devreg,non-CNS,housekeeping,6208,199,2,8,-0.03
ZMAT3,no link,non-devreg,non-CNS,housekeeping,54646,289,4,69,-0.45
ZMAT4,no link,non-devreg,non-CNS,luxury,367233,229,4,514,-0.01
ZMAT5,no link,non-devreg,non-CNS,housekeeping,36025,170,4,101,0.13
ZMIZ1,no link,non-devreg,non-CNS,luxury,247494,1067,2,348,-2.04
ZMIZ2,no link,non-devreg,non-CNS,luxury,20950,920,6,17,-0.08
ZMPSTE24,no link,non-devreg,non-CNS,housekeeping,36135,475,2,93,-0.65
ZMYM1,no link,non-devreg,non-CNS,luxury,36484,1142,10,79,0.58
ZMYM2,no link,Devreg,non-CNS,housekeeping,133159,1377,8,234,-1.28
ZMYM3,no link,Devreg,non-CNS,luxury,14565,1370,8,2,-1.18
ZMYM4,no link,Devreg,non-CNS,luxury,152978,1548,2,356,-1.02
ZMYM5,no link,non-devreg,non-CNS,luxury,40153,669,6,114,0.49
ZMYM6,no link,Devreg,non-CNS,luxury,45803,1325,2,101,-0.33
ZMYM6NB,no link,non-devreg,non-CNS,luxury,3822,154,2,3,NA
ZMYND10,no link,non-devreg,non-CNS,luxury,4620,440,2,1,0.37
ZMYND11,no link,non-devreg,non-CNS,housekeeping,69796,568,14,83,-0.49
ZMYND12,no link,non-devreg,non-CNS,luxury,25938,365,4,61,0.31
ZMYND15,no link,non-devreg,non-CNS,luxury,6105,750,6,3,-0.95
ZMYND19,no link,non-devreg,non-CNS,luxury,8407,227,2,4,-0.14
ZMYND8,no link,Devreg,non-CNS,luxury,147094,1188,36,314,-1.44
ZNF10,no link,non-devreg,non-CNS,luxury,28836,573,2,55,-0.36
ZNF100,no link,non-devreg,non-CNS,luxury,43588,542,2,89,1.35
ZNF101,no link,non-devreg,non-CNS,luxury,11476,436,4,34,0.11
ZNF106,no link,non-devreg,non-CNS,luxury,44710,1883,6,78,-0.45
ZNF107,no link,non-devreg,non-CNS,luxury,44891,783,8,74,0.16
ZNF112,no link,non-devreg,non-CNS,luxury,30151,913,4,40,1.67
ZNF114,no link,non-devreg,non-CNS,luxury,16362,417,4,41,-0.2
ZNF117,no link,non-devreg,non-CNS,luxury,16585,483,2,20,0.73
ZNF12,no link,non-devreg,non-CNS,luxury,18503,697,4,18,-0.2
ZNF121,no link,non-devreg,non-CNS,housekeeping,18918,390,2,49,-0.23
ZNF124,no link,non-devreg,non-CNS,luxury,16116,289,10,27,-0.36
ZNF131,no link,non-devreg,non-CNS,housekeeping,54182,589,4,139,0.13
ZNF132,no link,non-devreg,non-CNS,luxury,7409,706,2,8,-0.42
ZNF133,no link,non-devreg,non-CNS,luxury,28520,653,32,34,-0.04
ZNF134,no link,non-devreg,non-CNS,housekeeping,7807,427,2,5,-0.31
ZNF135,no link,Devreg,non-CNS,luxury,10504,682,14,18,1.16
ZNF136,no link,non-devreg,non-CNS,luxury,26193,540,2,60,-0.54
ZNF138,no link,non-devreg,non-CNS,housekeeping,39294,319,14,75,0.69
ZNF14,no link,non-devreg,non-CNS,luxury,22641,642,2,28,-1.0
ZNF140,no link,non-devreg,non-CNS,luxury,27222,457,8,52,NA
ZNF141,no link,non-devreg,non-CNS,luxury,36096,474,2,88,0.8
ZNF142,no link,non-devreg,non-CNS,housekeeping,21716,1687,2,38,-0.65
ZNF143,no link,non-devreg,non-CNS,housekeeping,67560,638,6,161,-0.18
ZNF146,no link,non-devreg,non-CNS,housekeeping,24172,292,6,64,0.26
ZNF148,no link,non-devreg,CNS,luxury,149686,794,2,241,-0.54
ZNF154,no link,non-devreg,non-CNS,luxury,8770,437,2,11,0.82
ZNF155,no link,non-devreg,non-CNS,luxury,14156,549,10,23,0.4
ZNF157,no link,non-devreg,non-CNS,luxury,43100,506,2,147,0.2
ZNF16,no link,Devreg,non-CNS,luxury,20531,682,4,35,0.71
ZNF160,no link,non-devreg,non-CNS,luxury,36821,818,6,57,0.22
ZNF165,no link,non-devreg,non-CNS,luxury,8859,485,2,6,0.02
ZNF169,no link,non-devreg,non-CNS,luxury,43714,603,6,102,0.62
ZNF17,no link,non-devreg,non-CNS,luxury,10779,662,2,14,-0.2
ZNF174,no link,non-devreg,non-CNS,housekeeping,8175,407,4,11,-0.69
ZNF175,no link,non-devreg,non-CNS,luxury,18461,711,2,32,-0.02
ZNF177,no link,non-devreg,non-CNS,luxury,6302,481,4,8,0.46
ZNF18,no link,non-devreg,non-CNS,luxury,19928,549,6,32,-0.07
ZNF180,no link,non-devreg,non-CNS,luxury,24716,692,16,34,1.16
ZNF181,no link,non-devreg,non-CNS,housekeeping,8295,571,4,8,0.2
ZNF182,no link,non-devreg,non-CNS,luxury,29145,639,6,57,0.06
ZNF184,no link,non-devreg,non-CNS,luxury,22377,751,2,34,-0.02
ZNF185,no link,non-devreg,non-CNS,luxury,59040,721,16,103,0.11
ZNF189,no link,non-devreg,non-CNS,housekeeping,11807,626,10,14,0.15
ZNF19,no link,non-devreg,non-CNS,luxury,15279,458,2,25,-0.07
ZNF195,no link,non-devreg,non-CNS,housekeeping,21296,629,18,32,0.13
ZNF197,no link,non-devreg,non-CNS,housekeeping,20242,1029,4,35,-1.11
ZNF2,no link,non-devreg,non-CNS,luxury,18882,425,10,30,-0.62
ZNF20,no link,non-devreg,non-CNS,luxury,9055,532,4,15,0.09
ZNF200,no link,non-devreg,non-CNS,luxury,13132,395,12,23,0.11
ZNF202,no link,non-devreg,non-CNS,luxury,17367,648,8,12,-0.2
ZNF205,no link,non-devreg,non-CNS,luxury,7956,554,6,8,-0.71
ZNF207,no link,non-devreg,non-CNS,housekeeping,20312,494,6,33,-0.18
ZNF208,no link,non-devreg,non-CNS,luxury,44849,1280,2,59,3.72
ZNF211,no link,non-devreg,non-CNS,luxury,9613,629,12,9,0.18
ZNF212,no link,non-devreg,non-CNS,luxury,15959,495,2,36,0.29
ZNF213,asd-linked,non-devreg,non-CNS,luxury,7749,459,4,12,-0.56
ZNF214,no link,non-devreg,non-CNS,luxury,21038,606,2,33,2.09
ZNF215,no link,non-devreg,non-CNS,luxury,31625,517,2,36,0.8
ZNF217,no link,non-devreg,non-CNS,luxury,16098,1048,2,23,-0.25
ZNF219,no link,non-devreg,non-CNS,luxury,8969,722,6,5,NA
ZNF22,no link,non-devreg,non-CNS,housekeeping,4505,224,2,2,-0.05
ZNF221,no link,non-devreg,non-CNS,luxury,16356,617,6,24,2.69
ZNF222,no link,non-devreg,non-CNS,luxury,7769,491,4,9,1.91
ZNF223,no link,non-devreg,non-CNS,luxury,15979,482,2,26,0.6
ZNF224,no link,non-devreg,non-CNS,luxury,13998,707,2,19,0.4
ZNF225,no link,non-devreg,non-CNS,luxury,19708,706,2,26,0.98
ZNF226,no link,non-devreg,non-CNS,housekeeping,12624,803,10,19,-0.42
ZNF227,no link,non-devreg,non-CNS,luxury,24731,799,18,40,-1.0
ZNF229,no link,non-devreg,non-CNS,luxury,22240,825,4,34,1.25
ZNF23,no link,non-devreg,non-CNS,luxury,14615,643,8,26,-0.4
ZNF230,no link,non-devreg,non-CNS,luxury,10996,474,2,16,1.6
ZNF232,no link,non-devreg,non-CNS,housekeeping,17367,444,2,25,-0.36
ZNF233,no link,non-devreg,non-CNS,luxury,15438,670,4,33,0.98
ZNF234,no link,non-devreg,non-CNS,luxury,18753,700,4,35,0.25
ZNF235,no link,non-devreg,non-CNS,luxury,18678,738,2,30,0.29
ZNF236,no link,non-devreg,non-CNS,luxury,146567,1845,2,200,-1.53
ZNF239,no link,non-devreg,non-CNS,luxury,18274,458,8,29,-0.09
ZNF24,no link,non-devreg,non-CNS,housekeeping,12249,368,2,12,0.28
ZNF248,no link,non-devreg,non-CNS,luxury,29320,579,10,58,-0.31
ZNF25,asd-linked,non-devreg,non-CNS,luxury,26659,456,2,50,-0.36
ZNF250,no link,non-devreg,non-CNS,luxury,24511,555,4,39,-0.76
ZNF251,no link,non-devreg,non-CNS,luxury,34677,671,2,74,-0.51
ZNF253,no link,non-devreg,non-CNS,luxury,27580,499,2,61,-0.36
ZNF254,no link,non-devreg,non-CNS,luxury,42679,659,16,66,0.56
ZNF256,no link,non-devreg,non-CNS,luxury,6877,627,2,6,7.61e-5
ZNF257,no link,non-devreg,non-CNS,luxury,38638,563,2,77,1.42
ZNF26,no link,non-devreg,non-CNS,luxury,26221,566,6,67,NA
ZNF260,no link,non-devreg,non-CNS,luxury,17660,412,8,38,-0.36
ZNF263,no link,non-devreg,non-CNS,luxury,7973,683,2,8,-0.47
ZNF264,no link,non-devreg,non-CNS,luxury,31347,627,2,53,0.16
ZNF266,no link,non-devreg,non-CNS,luxury,23153,549,4,41,-0.35
ZNF267,asd-linked,non-devreg,non-CNS,luxury,43551,743,4,50,1.09
ZNF268,no link,Devreg,non-CNS,luxury,25703,947,18,42,1.38
ZNF273,no link,non-devreg,non-CNS,luxury,28336,569,2,67,0.53
ZNF274,no link,non-devreg,non-CNS,housekeeping,30532,548,8,52,NA
ZNF275,no link,non-devreg,non-CNS,luxury,18772,329,2,15,NA
ZNF276,no link,non-devreg,non-CNS,luxury,19381,614,4,29,-0.08
ZNF277,no link,Devreg,non-CNS,housekeeping,137347,450,2,188,0.0
ZNF28,no link,non-devreg,non-CNS,luxury,24262,718,2,36,2.05
ZNF280A,no link,non-devreg,non-CNS,luxury,6553,542,2,18,1.38
ZNF280B,no link,non-devreg,non-CNS,luxury,24734,543,2,47,0.13
ZNF280C,no link,non-devreg,non-CNS,luxury,66250,737,2,109,-0.49
ZNF280D,no link,non-devreg,non-CNS,housekeeping,103414,979,10,136,-0.77
ZNF281,no link,non-devreg,non-CNS,housekeeping,3747,895,6,0,-0.4
ZNF282,no link,non-devreg,non-CNS,luxury,30763,671,4,62,-0.29
ZNF283,no link,non-devreg,non-CNS,luxury,21578,679,4,32,0.53
ZNF284,no link,non-devreg,non-CNS,luxury,15327,593,2,29,0.07
ZNF285,no link,non-devreg,non-CNS,luxury,15970,590,10,32,1.91
ZNF286A,no link,non-devreg,non-CNS,luxury,21210,521,20,36,0.33
ZNF286B,no link,non-devreg,non-CNS,luxury,23831,522,2,29,NA
ZNF287,no link,non-devreg,non-CNS,luxury,18890,761,2,30,-0.36
ZNF292,asd-linked,non-devreg,non-CNS,luxury,108138,2723,2,169,-1.15
ZNF296,no link,non-devreg,non-CNS,luxury,4931,475,2,8,-0.51
ZNF3,no link,non-devreg,non-CNS,housekeeping,11794,446,14,18,-0.34
ZNF30,no link,non-devreg,non-CNS,luxury,18270,624,6,40,1.8
ZNF300,no link,non-devreg,non-CNS,luxury,10592,620,6,12,-0.49
ZNF302,no link,non-devreg,non-CNS,luxury,8736,399,30,10,0.95
ZNF304,no link,Devreg,non-CNS,luxury,8621,659,6,5,0.91
ZNF311,no link,non-devreg,non-CNS,luxury,10442,666,2,14,0.64
ZNF317,no link,non-devreg,non-CNS,luxury,23036,595,4,41,-0.93
ZNF318,no link,non-devreg,non-CNS,luxury,33374,2279,2,50,-1.69
ZNF319,no link,non-devreg,non-CNS,luxury,5190,582,2,0,-0.75
ZNF32,no link,non-devreg,non-CNS,housekeeping,5020,273,4,8,-0.16
ZNF320,no link,non-devreg,non-CNS,luxury,15175,509,2,36,-0.29
ZNF322,no link,non-devreg,non-CNS,housekeeping,25370,402,8,45,NA
ZNF324,no link,non-devreg,non-CNS,luxury,6534,553,2,4,-0.29
ZNF324B,no link,non-devreg,non-CNS,luxury,6229,544,2,3,-0.71
ZNF326,no link,non-devreg,non-CNS,housekeeping,33417,582,4,41,-0.47
ZNF329,no link,non-devreg,non-CNS,luxury,24454,541,2,65,-0.4
ZNF330,no link,non-devreg,non-CNS,housekeeping,13802,320,4,8,0.35
ZNF331,no link,non-devreg,non-CNS,luxury,41984,463,14,92,-0.18
ZNF333,no link,non-devreg,non-CNS,luxury,30903,665,4,68,0.4
ZNF334,no link,non-devreg,non-CNS,luxury,13930,680,4,21,0.89
ZNF335,asd-linked,Devreg,CNS,housekeeping,23542,1342,2,52,-1.12
ZNF337,no link,non-devreg,non-CNS,luxury,22619,751,4,40,-0.02
ZNF33A,no link,non-devreg,non-CNS,housekeeping,49418,832,22,116,0.18
ZNF33B,no link,non-devreg,non-CNS,luxury,49438,778,2,110,-0.08
ZNF34,no link,non-devreg,non-CNS,luxury,14225,560,6,32,-0.33
ZNF341,no link,non-devreg,non-CNS,luxury,60268,847,6,175,-1.14
ZNF343,no link,non-devreg,non-CNS,housekeeping,27312,599,12,34,0.62
ZNF345,no link,non-devreg,non-CNS,luxury,28700,488,10,67,-0.14
ZNF346,no link,non-devreg,non-CNS,luxury,44049,294,2,129,-0.21
ZNF347,no link,non-devreg,non-CNS,housekeeping,20366,840,6,36,-0.55
ZNF35,no link,non-devreg,non-CNS,luxury,12051,527,2,14,-0.49
ZNF350,no link,non-devreg,non-CNS,luxury,22487,532,2,50,0.84
ZNF354A,no link,non-devreg,non-CNS,luxury,19182,605,2,32,-0.31
ZNF354B,no link,non-devreg,non-CNS,luxury,24471,612,2,42,0.24
ZNF354C,no link,non-devreg,non-CNS,luxury,20085,554,2,38,1.24
ZNF358,no link,non-devreg,non-CNS,luxury,4908,568,2,4,0.44
ZNF362,no link,non-devreg,non-CNS,luxury,44147,420,2,81,0.04
ZNF365,no link,non-devreg,non-CNS,luxury,297856,462,8,446,1.74
ZNF366,no link,non-devreg,non-CNS,luxury,64016,744,2,67,0.25
ZNF367,no link,non-devreg,non-CNS,luxury,32445,350,2,73,NA
ZNF37A,no link,non-devreg,non-CNS,housekeeping,29015,561,6,41,0.09
ZNF382,no link,non-devreg,non-CNS,luxury,23293,549,4,43,0.8
ZNF383,no link,non-devreg,non-CNS,luxury,17209,475,2,34,-0.38
ZNF384,no link,non-devreg,non-CNS,housekeeping,23096,577,6,31,-0.78
ZNF385A,no link,Devreg,non-CNS,luxury,22164,386,12,20,-0.54
ZNF385B,asd-linked,non-devreg,non-CNS,luxury,419522,471,8,514,0.11
ZNF385C,no link,non-devreg,non-CNS,luxury,12451,424,2,28,NA
ZNF385D,no link,non-devreg,non-CNS,luxury,330327,395,2,419,0.13
ZNF391,no link,non-devreg,non-CNS,luxury,12704,358,2,17,-0.31
ZNF394,no link,non-devreg,non-CNS,housekeeping,7024,561,2,18,-0.11
ZNF395,no link,non-devreg,non-CNS,luxury,40876,513,2,56,-0.82
ZNF396,no link,non-devreg,non-CNS,luxury,10641,333,2,11,-0.05
ZNF397,no link,non-devreg,non-CNS,housekeeping,6160,534,4,3,-0.29
ZNF398,no link,non-devreg,non-CNS,housekeeping,35559,642,4,93,-0.57
ZNF404,no link,non-devreg,non-CNS,luxury,7774,552,2,11,NA
ZNF407,no link,non-devreg,non-CNS,luxury,434706,2248,6,380,-0.94
ZNF408,no link,non-devreg,non-CNS,housekeeping,4823,712,4,4,-1.02
ZNF41,no link,non-devreg,non-CNS,housekeeping,36785,779,4,92,0.73
ZNF410,no link,non-devreg,non-CNS,housekeeping,45674,516,10,114,-0.47
ZNF414,no link,non-devreg,non-CNS,housekeeping,3587,390,4,1,NA
ZNF415,no link,non-devreg,non-CNS,luxury,25042,555,6,34,1.56
ZNF416,no link,non-devreg,non-CNS,luxury,7310,594,2,6,-0.67
ZNF417,no link,non-devreg,non-CNS,luxury,10837,575,4,15,0.89
ZNF418,no link,non-devreg,non-CNS,luxury,13489,676,2,21,0.07
ZNF419,no link,non-devreg,non-CNS,housekeeping,6970,511,20,5,1.58
ZNF420,no link,non-devreg,non-CNS,luxury,51270,688,2,78,-1.02
ZNF423,no link,non-devreg,non-CNS,luxury,332135,1284,4,512,-2.2
ZNF425,no link,non-devreg,non-CNS,luxury,23561,752,2,58,-0.33
ZNF426,no link,non-devreg,non-CNS,luxury,10623,554,4,20,-0.75
ZNF428,no link,non-devreg,non-CNS,luxury,12639,188,2,36,0.13
ZNF429,no link,non-devreg,non-CNS,luxury,32643,674,2,64,1.56
ZNF43,no link,non-devreg,non-CNS,luxury,47120,818,14,79,0.38
ZNF430,no link,non-devreg,CNS,luxury,39427,570,4,77,0.67
ZNF431,no link,non-devreg,non-CNS,luxury,43966,576,2,94,0.33
ZNF432,no link,non-devreg,non-CNS,luxury,15397,652,2,25,-0.11
ZNF433,no link,non-devreg,non-CNS,luxury,20994,673,2,49,-0.64
ZNF436,no link,non-devreg,non-CNS,luxury,8939,470,4,13,-0.47
ZNF438,no link,non-devreg,non-CNS,housekeeping,187302,828,14,303,0.65
ZNF439,no link,non-devreg,non-CNS,luxury,3463,499,2,1,0.95
ZNF44,no link,non-devreg,non-CNS,luxury,23090,663,4,54,0.64
ZNF440,no link,non-devreg,non-CNS,luxury,20910,595,2,66,0.98
ZNF441,no link,non-devreg,non-CNS,luxury,17079,693,2,34,0.64
ZNF442,no link,non-devreg,non-CNS,luxury,16291,627,2,32,2.16
ZNF443,no link,non-devreg,non-CNS,luxury,11407,671,2,17,1.69
ZNF444,no link,non-devreg,non-CNS,housekeeping,19728,327,4,46,NA
ZNF445,no link,non-devreg,non-CNS,luxury,37901,1031,2,70,-0.44
ZNF446,no link,non-devreg,non-CNS,housekeeping,4803,450,4,1,0.22
ZNF449,no link,non-devreg,non-CNS,luxury,18643,518,2,22,-0.65
ZNF45,no link,non-devreg,non-CNS,luxury,22636,682,2,51,0.45
ZNF451,no link,non-devreg,non-CNS,luxury,80291,1061,6,107,-0.78
ZNF454,no link,non-devreg,non-CNS,luxury,25025,522,6,45,0.33
ZNF460,no link,non-devreg,non-CNS,luxury,13584,562,2,29,-0.45
ZNF461,no link,non-devreg,non-CNS,luxury,29457,563,4,77,-0.36
ZNF462,no link,non-devreg,non-CNS,luxury,148419,2506,2,132,-2.81
ZNF467,no link,non-devreg,non-CNS,luxury,8843,595,2,7,NA
ZNF468,no link,non-devreg,non-CNS,luxury,19118,522,4,34,1.98
ZNF469,no link,non-devreg,non-CNS,luxury,13287,3925,2,0,NA
ZNF470,no link,non-devreg,non-CNS,luxury,15373,717,2,28,0.47
ZNF471,no link,non-devreg,non-CNS,luxury,21058,626,2,34,1.18
ZNF473,no link,non-devreg,non-CNS,luxury,22820,871,4,54,1.61
ZNF474,no link,non-devreg,non-CNS,luxury,24052,364,2,32,1.98
ZNF479,no link,non-devreg,non-CNS,luxury,20246,524,2,40,2.53
ZNF48,no link,non-devreg,non-CNS,housekeeping,21797,618,8,52,-0.51
ZNF480,no link,non-devreg,non-CNS,housekeeping,28749,535,6,46,-0.71
ZNF483,no link,non-devreg,non-CNS,luxury,19266,744,4,39,-0.69
ZNF484,no link,non-devreg,non-CNS,luxury,33008,852,10,70,0.0
ZNF485,no link,non-devreg,non-CNS,luxury,11498,441,2,14,-0.07
ZNF486,no link,non-devreg,non-CNS,luxury,33277,463,2,75,0.38
ZNF488,no link,Devreg,CNS,luxury,18778,340,2,22,0.64
ZNF490,no link,non-devreg,non-CNS,luxury,34704,529,2,110,-0.36
ZNF491,no link,non-devreg,non-CNS,housekeeping,9916,437,2,28,0.89
ZNF492,no link,non-devreg,non-CNS,luxury,33347,531,2,60,1.44
ZNF493,no link,non-devreg,non-CNS,luxury,30376,774,6,42,-0.37
ZNF496,no link,non-devreg,non-CNS,luxury,31424,587,2,52,-1.44
ZNF497,no link,non-devreg,non-CNS,luxury,8492,498,4,12,NA
ZNF500,no link,non-devreg,non-CNS,luxury,16352,480,4,40,-0.91
ZNF501,no link,non-devreg,non-CNS,luxury,7478,271,4,10,0.37
ZNF502,no link,non-devreg,non-CNS,luxury,11189,544,10,16,0.4
ZNF503,no link,non-devreg,non-CNS,luxury,3911,646,2,0,NA
ZNF506,no link,non-devreg,non-CNS,housekeeping,29041,444,4,60,0.28
ZNF507,no link,non-devreg,non-CNS,housekeeping,42060,953,4,58,-1.15
ZNF510,no link,non-devreg,non-CNS,luxury,22182,683,2,42,1.0
ZNF511,no link,non-devreg,non-CNS,luxury,4244,252,2,1,-0.12
ZNF512,no link,non-devreg,non-CNS,luxury,40247,567,12,84,-0.87
ZNF512B,no link,non-devreg,non-CNS,luxury,13167,892,2,1,-0.61
ZNF513,no link,non-devreg,non-CNS,housekeeping,3514,541,4,0,-0.44
ZNF514,no link,non-devreg,non-CNS,luxury,11864,400,2,10,-0.29
ZNF516,no link,non-devreg,non-CNS,luxury,137510,1163,2,74,NA
ZNF517,no link,non-devreg,non-CNS,luxury,10269,492,2,18,-0.03
ZNF518A,no link,non-devreg,non-CNS,housekeeping,34046,1483,8,45,NA
ZNF518B,no link,non-devreg,non-CNS,luxury,17529,1074,2,10,0.66
ZNF519,no link,non-devreg,non-CNS,luxury,32548,540,2,55,1.58
ZNF521,no link,non-devreg,non-CNS,luxury,290327,1311,2,223,-1.77
ZNF524,no link,non-devreg,non-CNS,luxury,2775,264,2,3,0.13
ZNF526,no link,non-devreg,non-CNS,housekeeping,7862,670,2,23,-0.8
ZNF527,no link,non-devreg,non-CNS,luxury,21908,609,2,46,-0.2
ZNF528,no link,non-devreg,non-CNS,luxury,20537,628,2,34,0.18
ZNF529,no link,non-devreg,non-CNS,luxury,29681,563,6,58,-0.27
ZNF530,no link,non-devreg,non-CNS,luxury,8385,599,2,7,1.82
ZNF532,no link,non-devreg,non-CNS,luxury,123649,1301,2,166,-1.39
ZNF534,no link,non-devreg,non-CNS,luxury,8039,674,8,13,2.98
ZNF536,no link,Devreg,non-CNS,luxury,185638,1300,2,210,-1.57
ZNF540,no link,non-devreg,non-CNS,luxury,62807,660,6,109,-0.96
ZNF541,no link,non-devreg,non-CNS,luxury,35172,1346,2,87,1.02
ZNF543,no link,non-devreg,non-CNS,luxury,10280,600,2,18,0.91
ZNF544,no link,non-devreg,non-CNS,luxury,34939,715,2,81,0.63
ZNF546,no link,non-devreg,non-CNS,luxury,20572,836,4,38,0.61
ZNF547,no link,non-devreg,non-CNS,luxury,16047,402,2,25,-0.51
ZNF548,no link,non-devreg,non-CNS,luxury,12702,545,4,18,0.4
ZNF549,no link,non-devreg,non-CNS,luxury,13552,640,4,21,0.51
ZNF550,no link,non-devreg,non-CNS,luxury,18028,422,8,27,0.64
ZNF551,no link,non-devreg,non-CNS,luxury,7833,670,4,2,0.05
ZNF552,no link,non-devreg,non-CNS,luxury,7832,407,2,12,0.11
ZNF554,no link,non-devreg,non-CNS,luxury,16862,538,2,43,0.18
ZNF555,no link,non-devreg,non-CNS,luxury,19040,628,4,35,-0.75
ZNF556,no link,non-devreg,non-CNS,luxury,11169,456,4,24,1.45
ZNF557,no link,non-devreg,non-CNS,luxury,18508,430,6,33,-0.18
ZNF558,no link,non-devreg,non-CNS,luxury,13184,402,4,21,0.33
ZNF559,no link,non-devreg,non-CNS,luxury,20074,602,16,39,0.73
ZNF559-ZNF177,no link,non-devreg,non-CNS,luxury,58392,321,4,133,1.06
ZNF560,no link,non-devreg,non-CNS,luxury,32249,790,2,67,-0.46
ZNF561,no link,non-devreg,non-CNS,housekeeping,13915,486,2,35,-0.96
ZNF562,no link,non-devreg,non-CNS,luxury,26439,426,8,71,0.57
ZNF563,no link,non-devreg,non-CNS,luxury,16231,476,2,38,-0.18
ZNF564,no link,non-devreg,non-CNS,luxury,26173,553,2,65,-0.47
ZNF565,no link,non-devreg,non-CNS,luxury,32380,499,4,97,-0.03
ZNF566,no link,non-devreg,non-CNS,luxury,44443,419,10,114,-0.01
ZNF567,no link,non-devreg,non-CNS,luxury,31923,616,4,61,-0.23
ZNF568,no link,non-devreg,non-CNS,luxury,36415,644,12,81,NA
ZNF569,no link,non-devreg,non-CNS,luxury,56280,686,2,101,-0.82
ZNF57,no link,non-devreg,non-CNS,luxury,17579,555,2,47,1.45
ZNF570,no link,non-devreg,non-CNS,luxury,16261,536,4,31,-0.09
ZNF571,no link,non-devreg,non-CNS,luxury,30519,609,4,49,1.47
ZNF572,no link,non-devreg,non-CNS,luxury,6092,529,2,4,0.76
ZNF573,no link,non-devreg,non-CNS,luxury,41028,665,10,92,0.09
ZNF574,no link,non-devreg,non-CNS,housekeeping,5431,896,2,0,-2.04
ZNF575,no link,non-devreg,non-CNS,luxury,2945,245,2,0,-0.23
ZNF576,no link,non-devreg,non-CNS,housekeeping,3850,170,4,5,0.28
ZNF577,no link,non-devreg,non-CNS,luxury,16679,485,4,31,1.49
ZNF578,no link,non-devreg,non-CNS,luxury,4579,81,2,8,1.05
ZNF579,no link,non-devreg,non-CNS,housekeeping,3321,562,2,0,NA
ZNF580,no link,non-devreg,non-CNS,housekeeping,2445,172,6,2,NA
ZNF581,no link,non-devreg,non-CNS,luxury,2004,197,2,0,-0.34
ZNF582,no link,non-devreg,non-CNS,luxury,10242,517,2,10,-0.4
ZNF583,no link,non-devreg,non-CNS,luxury,21018,569,6,32,-0.25
ZNF584,no link,non-devreg,non-CNS,luxury,9630,421,2,23,-0.27
ZNF585A,no link,non-devreg,non-CNS,luxury,22615,714,6,46,0.82
ZNF585B,no link,non-devreg,non-CNS,luxury,28971,769,2,60,0.09
ZNF586,no link,non-devreg,non-CNS,luxury,10965,402,6,22,0.08
ZNF587,no link,non-devreg,non-CNS,luxury,15311,575,4,33,0.51
ZNF587B,no link,non-devreg,non-CNS,luxury,15945,402,2,31,NA
ZNF589,no link,non-devreg,non-CNS,luxury,29884,364,2,76,-0.12
ZNF592,no link,non-devreg,non-CNS,housekeeping,57846,1267,2,103,-1.83
ZNF593,no link,non-devreg,non-CNS,housekeeping,977,134,2,0,NA
ZNF594,no link,non-devreg,non-CNS,luxury,12348,807,2,15,1.18
ZNF595,no link,non-devreg,non-CNS,luxury,34873,417,8,74,NA
ZNF596,no link,non-devreg,non-CNS,luxury,15140,504,14,9,0.31
ZNF597,no link,non-devreg,non-CNS,luxury,7381,424,2,15,0.24
ZNF598,no link,non-devreg,non-CNS,housekeeping,12170,904,2,2,NA
ZNF599,no link,non-devreg,non-CNS,luxury,15156,588,2,27,1.42
ZNF600,no link,non-devreg,non-CNS,luxury,21287,722,2,45,1.34
ZNF605,no link,non-devreg,non-CNS,luxury,34874,672,4,64,NA
ZNF606,no link,non-devreg,non-CNS,luxury,26274,792,2,44,-0.82
ZNF607,no link,non-devreg,non-CNS,luxury,23428,696,4,47,-0.06
ZNF608,no link,non-devreg,non-CNS,luxury,108256,1512,2,101,-2.16
ZNF609,no link,non-devreg,non-CNS,luxury,186648,1411,2,428,-2.58
ZNF610,no link,non-devreg,non-CNS,luxury,30879,462,8,78,1.33
ZNF611,no link,non-devreg,non-CNS,luxury,32242,705,8,62,0.81
ZNF613,no link,non-devreg,non-CNS,luxury,18324,617,4,36,0.13
ZNF614,no link,non-devreg,non-CNS,luxury,15104,585,2,25,0.76
