symbol,gi,protlen,transcripts,length,introns,mcs_ds,dmcs_ds,asd,DevReg,cns,housekeeping,RVIS,te,teLINE_L1,teLINE_L2,teSINE_MIR,teSINE_Alu,teL1_L1M,teL1_L1PA,dte,dteLINE_L1,dteLINE_L2,dteSINE_MIR,dteSINE_Alu,dteL1_L1M,dteL1_L1PA
SDAD1,55153,687,6,41046,20,636,15.4948107,no link,non-devreg,non-CNS,housekeeping,-0.04,74,9,19,8,24,7,2,1.802855333,0.219266189,0.462895288,0.194903279,0.584709838,0.170540369,0.04872582
SDC1,6382,310,4,24370,3,35,1.436192039,no link,non-devreg,non-CNS,luxury,0.89,17,1,2,10,2,0,0,0.697578991,0.041034058,0.082068117,0.410340583,0.082068117,0,0
SDC2,6383,201,2,118156,3,296,2.505162666,no link,Devreg,non-CNS,luxury,0.1,138,19,17,30,38,16,1,1.167947459,0.16080436,0.143877586,0.253901622,0.321608721,0.135414198,0.008463387
SDC3,9672,442,2,39168,3,71,1.812704248,no link,non-devreg,non-CNS,luxury,-0.02,70,4,14,41,6,4,0,1.787173203,0.102124183,0.357434641,1.046772876,0.153186275,0.102124183,0
SDC4,6385,198,2,23136,3,160,6.915629322,no link,non-devreg,non-CNS,luxury,-0.16,48,4,2,25,9,4,0,2.074688797,0.172890733,0.086445367,1.080567082,0.389004149,0.172890733,0
SDCBP,6386,298,10,29692,7,341,11.48457497,no link,Devreg,non-CNS,housekeeping,-0.52,35,10,2,3,7,10,0,1.178768692,0.336791055,0.067358211,0.101037316,0.235753738,0.336791055,0
SDCBP2,27111,292,6,15959,7,159,9.963030265,no link,non-devreg,non-CNS,luxury,1.33,31,7,5,4,7,7,0,1.942477599,0.438623974,0.313302839,0.250642271,0.438623974,0.438623974,0
SDCCAG3,10807,435,6,8681,8,107,12.32576892,no link,non-devreg,non-CNS,housekeeping,0.47,9,0,2,0,5,0,0,1.036746919,0,0.230388204,0,0.57597051,0,0
SDCCAG8,10806,713,2,244087,16,4266,17.47737487,no link,non-devreg,non-CNS,housekeeping,-0.15,379,56,70,69,103,46,5,1.552725053,0.229426393,0.286782991,0.282686091,0.421980687,0.188457394,0.020484499
SDE2,163859,451,2,16664,5,217,13.02208353,no link,non-devreg,non-CNS,housekeeping,0.06,25,4,1,1,16,4,0,1.500240038,0.240038406,0.060009602,0.060009602,0.960153625,0.240038406,0
SDF2,6388,211,2,13817,1,0,0,no link,non-devreg,non-CNS,housekeeping,0.33,30,4,1,2,22,4,0,2.17123833,0.289498444,0.072374611,0.144749222,1.592241442,0.289498444,0
SDF2L1,23753,221,2,2047,1,0,0,no link,non-devreg,non-CNS,luxury,NA,1,0,1,0,0,0,0,0.488519785,0,0.488519785,0,0,0,0
SDF4,51150,362,4,15160,5,102,6.72823219,no link,non-devreg,CNS,housekeeping,-0.6,15,2,2,2,8,2,0,0.98944591,0.131926121,0.131926121,0.131926121,0.527704485,0.131926121,0
SDHA,6389,664,4,38459,13,609,15.83504511,no link,non-devreg,non-CNS,housekeeping,-0.86,50,6,5,4,18,5,0,1.300085806,0.156010297,0.130008581,0.104006864,0.46803089,0.130008581,0
SDHAF1,644096,115,2,1131,0,0,0,no link,non-devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHAF2,54949,166,2,16643,2,10,0.600853212,no link,Devreg,non-CNS,housekeeping,0.01,59,23,1,2,22,23,0,3.545033948,1.381962387,0.060085321,0.120170642,1.321877065,1.381962387,0
SDHAF3,57001,125,2,65171,0,0,0,no link,non-devreg,non-CNS,luxury,0.3,118,34,9,4,32,20,8,1.810621289,0.521704439,0.138098234,0.061376993,0.491015943,0.306884964,0.122753986
SDHAF4,135154,108,2,21982,1,0,0,no link,non-devreg,non-CNS,housekeeping,0.57,56,17,5,5,22,15,2,2.547538895,0.773360022,0.22745883,0.22745883,1.000818852,0.68237649,0.090983532
SDHB,6390,280,2,35441,6,195,5.502102085,no link,non-devreg,non-CNS,housekeeping,0.53,95,21,5,12,43,21,0,2.680511272,0.592534071,0.141079541,0.338590898,1.21328405,0.592534071,0
SDHC,6391,169,10,50370,4,140,2.779432202,no link,non-devreg,non-CNS,housekeeping,0.39,121,15,6,4,68,15,0,2.402223546,0.297796307,0.119118523,0.079412349,1.350009927,0.297796307,0
SDHD,6392,159,8,8978,2,41,4.566718646,no link,non-devreg,non-CNS,housekeeping,0.46,21,4,8,1,8,3,1,2.339051014,0.445533526,0.891067053,0.111383382,0.891067053,0.334150145,0.111383382
SDK1,221935,2213,4,967552,43,8889,9.187103122,no link,Devreg,non-CNS,luxury,-4.63,1379,385,149,176,310,332,19,1.425246395,0.39791143,0.153996891,0.181902368,0.320396216,0.343134012,0.019637187
SDK2,54549,2172,2,309705,43,3035,9.799648052,no link,non-devreg,non-CNS,luxury,-2.47,572,34,76,163,156,30,3,1.846918842,0.109781889,0.245394811,0.526307292,0.503705139,0.096866373,0.009686637
SDPR,8436,425,2,12975,0,0,0,no link,non-devreg,non-CNS,luxury,0.22,8,0,1,5,1,0,0,0.616570328,0,0.077071291,0.385356455,0.077071291,0,0
SDR16C5,195814,309,2,20672,5,310,14.99613003,no link,non-devreg,non-CNS,luxury,0.1,29,0,3,8,11,0,0,1.402863777,0,0.145123839,0.386996904,0.532120743,0,0
SDR39U1,56948,293,6,3036,4,62,20.42160738,no link,non-devreg,non-CNS,housekeeping,1.46,1,0,0,1,0,0,0,0.329380764,0,0,0.329380764,0,0,0
SDR42E1,93517,393,2,13843,1,0,0,no link,non-devreg,non-CNS,luxury,1.2,17,0,1,8,3,0,0,1.228057502,0,0.072238677,0.577909413,0.21671603,0,0
SDR9C7,121214,313,2,11252,2,71,6.309989335,no link,non-devreg,non-CNS,luxury,0.33,18,0,4,5,4,0,0,1.599715606,0,0.355492357,0.444365446,0.355492357,0,0
SDS,10993,328,2,11442,6,146,12.76000699,no link,non-devreg,non-CNS,luxury,-0.42,28,0,3,6,14,0,0,2.447124629,0,0.262191924,0.524383849,1.223562314,0,0
SDSL,113675,329,4,15866,7,191,12.03832094,no link,non-devreg,non-CNS,luxury,0.62,41,7,6,9,15,5,2,2.584142191,0.441195008,0.37816715,0.567250725,0.945417875,0.315139292,0.126055717
SEBOX,645832,216,2,976,1,0,0,no link,non-devreg,non-CNS,luxury,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC11A,23478,185,12,46924,3,410,8.737533032,no link,non-devreg,non-CNS,housekeeping,-0.03,122,24,4,8,65,23,0,2.599948853,0.511465348,0.085244225,0.170488449,1.385218651,0.490154292,0
SEC11C,90701,192,2,18939,4,338,17.84677121,no link,non-devreg,non-CNS,luxury,-0.03,27,6,2,3,9,4,0,1.425629653,0.31680659,0.105602197,0.158403295,0.475209884,0.211204393,0
SEC13,6396,322,10,20244,7,207,10.22525193,no link,non-devreg,non-CNS,housekeeping,-0.43,40,10,3,11,9,10,0,1.975894092,0.493973523,0.148192057,0.543370875,0.444576171,0.493973523,0
SEC14L1,6397,715,14,76177,15,835,10.96131378,no link,non-devreg,non-CNS,luxury,-0.62,116,20,7,9,55,20,0,1.52276934,0.262546438,0.091891253,0.118145897,0.722002704,0.262546438,0
SEC14L2,23541,403,8,28362,10,578,20.37938086,no link,non-devreg,non-CNS,luxury,0.24,68,3,11,17,31,3,0,2.397574219,0.105775333,0.387842888,0.599393555,1.093011776,0.105775333,0
SEC14L3,266629,400,8,12819,10,459,35.80622513,no link,non-devreg,non-CNS,luxury,1.16,26,3,5,11,7,3,0,2.028239332,0.234027615,0.390046025,0.858101256,0.546064436,0.234027615,0
SEC14L4,284904,406,4,16801,10,292,17.37991786,no link,non-devreg,non-CNS,luxury,1.07,38,6,1,8,19,6,0,2.261770133,0.3571216,0.059520267,0.476162133,1.130885066,0.3571216,0
SEC14L5,9717,696,2,60839,14,506,8.317033482,no link,non-devreg,non-CNS,luxury,-1.7,152,19,9,26,71,16,0,2.49839741,0.312299676,0.147931426,0.427357452,1.167014579,0.262989201,0
SEC14L6,730005,397,2,21753,10,102,4.689008413,no link,non-devreg,non-CNS,luxury,NA,52,3,3,7,27,3,0,2.390474877,0.137912012,0.137912012,0.321794695,1.241208109,0.137912012,0
SEC16A,9919,2357,4,42960,30,686,15.96834264,no link,non-devreg,CNS,housekeeping,-2.29,41,9,1,2,29,6,0,0.954376164,0.209497207,0.023277467,0.046554935,0.675046555,0.139664804,0
SEC16B,89866,1060,2,41562,24,1013,24.37322554,no link,non-devreg,non-CNS,luxury,3.61,52,16,3,18,9,13,1,1.251142871,0.384967037,0.072181319,0.433087917,0.216543958,0.312785718,0.02406044
SEC22A,26984,307,2,72209,5,878,12.15914914,no link,non-devreg,non-CNS,luxury,-0.16,140,44,12,14,39,39,3,1.938816491,0.609342326,0.166184271,0.193881649,0.54009888,0.54009888,0.041546068
SEC22B,9554,215,2,20591,5,0,0,no link,non-devreg,non-CNS,housekeeping,NA,25,5,4,4,6,4,1,1.214122675,0.242824535,0.194259628,0.194259628,0.291389442,0.194259628,0.048564907
SEC22C,9117,303,8,34062,5,300,8.807468733,no link,non-devreg,non-CNS,housekeeping,-0.18,56,14,4,5,27,14,0,1.64406083,0.411015208,0.117432916,0.146791146,0.792672186,0.411015208,0
SEC23A,10484,765,2,71315,18,1190,16.68653159,no link,non-devreg,non-CNS,housekeeping,-0.78,144,24,16,9,72,20,2,2.019210545,0.336535091,0.224356727,0.126200659,1.009605272,0.280445909,0.028044591
SEC23B,10483,767,10,53872,18,1000,18.56251856,no link,non-devreg,non-CNS,luxury,0.49,106,18,5,6,40,17,1,1.967626968,0.334125334,0.092812593,0.111375111,0.742500743,0.315562816,0.018562519
SEC23IP,11196,1000,2,52086,17,935,17.9510809,no link,non-devreg,non-CNS,housekeeping,0.16,109,23,8,9,50,23,0,2.092692854,0.441577391,0.153592136,0.172791153,0.959950851,0.441577391,0
SEC24A,10802,1093,4,79127,21,1119,14.14182264,no link,non-devreg,non-CNS,housekeeping,-1.06,200,21,6,5,155,20,1,2.527582241,0.265396135,0.075827467,0.063189556,1.958876237,0.252758224,0.012637911
SEC24B,10427,1268,6,106645,22,1349,12.64944442,no link,Devreg,CNS,housekeeping,-1.3,211,44,17,20,88,41,1,1.978526888,0.412583806,0.15940738,0.187538094,0.825167612,0.384453092,0.009376905
SEC24C,9632,1094,4,27803,21,876,31.50739129,no link,non-devreg,non-CNS,housekeeping,-0.97,45,7,4,1,28,7,0,1.618530374,0.251771392,0.143869367,0.035967342,1.007085566,0.251771392,0
SEC24D,9871,1032,2,113349,21,2280,20.11486647,no link,non-devreg,non-CNS,luxury,1.18,138,6,38,28,37,5,1,1.21747876,0.052933859,0.335247775,0.247024676,0.326425465,0.044111549,0.00882231
SEC31A,22872,1220,16,72606,25,1560,21.48582762,no link,non-devreg,non-CNS,housekeeping,-0.99,116,20,10,9,63,18,2,1.597664105,0.275459328,0.137729664,0.123956698,0.867696885,0.247913396,0.027545933
SEC31B,25956,1179,2,33193,24,958,28.86150694,no link,non-devreg,non-CNS,luxury,2.08,49,7,10,11,15,6,1,1.476214865,0.210887838,0.30126834,0.331395174,0.45190251,0.180761004,0.030126834
SEC61A1,29927,476,2,19315,10,392,20.29510743,no link,non-devreg,non-CNS,housekeeping,-0.54,19,1,2,5,9,1,0,0.983691432,0.051773233,0.103546466,0.258866166,0.465959099,0.051773233,0
SEC61A2,55176,476,6,35764,10,623,17.41975171,no link,non-devreg,non-CNS,luxury,-0.43,75,14,2,1,47,12,1,2.097080863,0.391455095,0.055922156,0.027961078,1.314170674,0.335532938,0.027961078
SEC61B,10952,96,2,8332,2,154,18.48295727,no link,non-devreg,non-CNS,housekeeping,-0.1,12,2,2,2,3,2,0,1.440230437,0.240038406,0.240038406,0.240038406,0.360057609,0.240038406,0
SEC61G,23480,68,4,7000,2,109,15.57142857,no link,non-devreg,non-CNS,housekeeping,0.15,8,0,3,2,2,0,0,1.142857143,0,0.428571429,0.285714286,0.285714286,0,0
SEC62,7095,399,2,31582,6,513,16.2434298,no link,non-devreg,non-CNS,housekeeping,0.37,37,2,5,4,16,2,0,1.171553417,0.063327212,0.158318029,0.126654423,0.506617694,0.063327212,0
SEC63,11231,760,2,90523,19,1071,11.83124731,no link,non-devreg,non-CNS,housekeeping,-0.58,151,26,12,13,74,20,5,1.668084354,0.287219823,0.132562995,0.143609911,0.817471803,0.220938325,0.055234581
SECISBP2,79048,854,8,41150,15,533,12.95261239,no link,non-devreg,non-CNS,housekeeping,-0.53,45,21,1,3,12,15,0,1.093560146,0.510328068,0.024301337,0.07290401,0.291616039,0.364520049,0
SECISBP2L,9728,1101,4,57926,16,1042,17.98846805,no link,non-devreg,non-CNS,luxury,-0.93,58,15,9,3,23,13,2,1.001277492,0.258951076,0.155370645,0.051790215,0.397058316,0.224424265,0.03452681
SECTM1,6398,248,2,13022,3,7,0.537551835,no link,non-devreg,non-CNS,luxury,0.91,6,0,0,0,2,0,0,0.460758716,0,0,0,0.153586239,0,0
SEH1L,81929,421,4,39554,7,410,10.36557617,no link,non-devreg,non-CNS,housekeeping,-0.12,82,20,6,3,38,15,0,2.073115235,0.505637862,0.151691359,0.075845679,0.960711938,0.379228397,0
SEL1L,6400,794,4,62315,19,1114,17.87691567,no link,non-devreg,non-CNS,housekeeping,0.15,78,11,12,3,24,11,0,1.251705047,0.176522507,0.192570007,0.048142502,0.385140014,0.176522507,0
SEL1L2,80343,575,2,141222,16,1848,13.08577984,no link,non-devreg,non-CNS,luxury,0.42,275,57,31,30,97,52,0,1.947288666,0.403619833,0.219512541,0.212431491,0.68686182,0.368214584,0
SEL1L3,23231,1132,6,115562,22,2275,19.6864021,no link,non-devreg,non-CNS,luxury,-0.13,184,23,23,38,63,18,2,1.592218895,0.199027362,0.199027362,0.328827815,0.545161904,0.155760544,0.017306727
SELE,6401,610,2,11440,12,351,30.68181818,no link,non-devreg,non-CNS,luxury,1.33,10,1,0,4,1,1,0,0.874125874,0.087412587,0,0.34965035,0.087412587,0.087412587,0
SELENBP1,8991,514,6,8433,10,230,27.27380529,no link,non-devreg,non-CNS,luxury,-0.64,12,0,1,5,4,0,0,1.422981145,0,0.118581762,0.592908811,0.474327048,0,0
SELK,58515,94,2,6764,3,76,11.23595506,no link,non-devreg,non-CNS,housekeeping,0.19,6,1,0,1,2,1,0,0.887049083,0.147841514,0,0.147841514,0.295683028,0.147841514,0
SELL,6402,385,2,21038,7,470,22.34052667,no link,non-devreg,non-CNS,luxury,0.79,25,1,8,4,4,0,1,1.188325886,0.047533035,0.380264284,0.190132142,0.190132142,0,0.047533035
SELM,140606,145,2,2789,3,32,11.47364647,no link,non-devreg,non-CNS,luxury,-0.21,2,0,0,0,1,0,0,0.717102904,0,0,0,0.358551452,0,0
SELO,83642,669,2,16638,7,164,9.856953961,no link,non-devreg,non-CNS,housekeeping,-0.64,24,10,0,1,12,10,0,1.442481067,0.601033778,0,0.060103378,0.721240534,0.601033778,0
SELP,6403,830,2,41290,15,808,19.56890288,no link,non-devreg,non-CNS,luxury,1.01,58,3,14,19,8,2,0,1.404698474,0.072656818,0.339065149,0.460159845,0.193751514,0.048437878,0
SELPLG,6404,428,4,10175,0,0,0,no link,non-devreg,non-CNS,luxury,1.22,22,0,2,6,9,0,0,2.162162162,0,0.196560197,0.58968059,0.884520885,0,0
SELT,51714,195,2,27169,4,214,7.876624094,no link,non-devreg,non-CNS,housekeeping,-0.05,36,4,6,6,13,1,2,1.325039567,0.147226619,0.220839928,0.220839928,0.47848651,0.036806655,0.073613309
SELV,348303,346,2,5574,4,3,0.538213132,no link,non-devreg,non-CNS,luxury,NA,12,0,3,1,8,0,0,2.15285253,0,0.538213132,0.179404377,1.43523502,0,0
SEMA3A,10371,771,2,236559,15,3693,15.61132741,no link,Devreg,CNS,luxury,0.34,181,21,21,37,63,8,12,0.765136816,0.08877278,0.08877278,0.156409183,0.266318339,0.033818202,0.050727303
SEMA3B,7869,749,12,9533,17,325,34.09210112,no link,Devreg,non-CNS,luxury,NA,6,0,1,1,4,0,0,0.629392636,0,0.104898773,0.104898773,0.419595091,0,0
SEMA3C,10512,751,2,176814,16,2054,11.61672718,no link,Devreg,non-CNS,luxury,-0.62,193,23,28,40,55,19,0,1.091542525,0.130080197,0.158358501,0.22622643,0.311061341,0.107457554,0
SEMA3D,223117,777,2,126376,15,2450,19.38659239,no link,Devreg,non-CNS,luxury,-0.26,118,26,26,23,21,18,5,0.933721593,0.205735266,0.205735266,0.181996582,0.166170792,0.142432107,0.039564474
SEMA3E,9723,775,4,285258,15,2105,7.379284718,no link,Devreg,non-CNS,luxury,-0.8,289,57,40,43,60,31,8,1.013117949,0.199819111,0.140223938,0.150740733,0.210335906,0.108673552,0.028044788
SEMA3F,6405,785,2,33661,17,686,20.37966786,no link,Devreg,CNS,luxury,-0.26,31,0,4,6,12,0,0,0.92094709,0,0.118831883,0.178247824,0.356495648,0,0
SEMA3G,56920,782,2,11776,14,354,30.0611413,no link,Devreg,non-CNS,luxury,-0.66,1,0,1,0,0,0,0,0.084918478,0,0.084918478,0,0,0,0
SEMA4A,64218,761,8,24221,13,424,17.50547046,no link,Devreg,non-CNS,luxury,0.02,56,10,8,5,29,1,0,2.312043268,0.412864869,0.330291895,0.206432435,1.197308121,0.041286487,0
SEMA4B,10509,837,4,28331,12,322,11.36564188,no link,Devreg,non-CNS,luxury,-0.04,45,5,6,13,16,3,0,1.588366101,0.176485122,0.211782147,0.458861318,0.564752391,0.105891073,0
SEMA4C,54910,833,2,10263,13,223,21.72853941,no link,Devreg,CNS,luxury,-0.78,3,0,0,0,3,0,0,0.292312189,0,0,0,0.292312189,0,0
SEMA4D,10507,862,4,102460,16,401,3.913722428,no link,Devreg,non-CNS,luxury,0.12,83,23,5,4,29,19,0,0.810072223,0.224477845,0.048799532,0.039039625,0.283037283,0.18543822,0
SEMA4F,10505,770,6,29627,12,534,18.02409964,no link,Devreg,non-CNS,luxury,-1.06,35,5,4,5,9,5,0,1.181354845,0.168764978,0.135011982,0.168764978,0.30377696,0.168764978,0
SEMA4G,57715,843,4,13088,12,317,24.22066015,no link,Devreg,non-CNS,luxury,-1.13,21,0,7,3,8,0,0,1.604523227,0,0.534841076,0.229217604,0.611246944,0,0
SEMA5A,9037,1074,2,511096,21,6474,12.66689624,asd-linked,Devreg,CNS,luxury,-2.89,491,88,63,79,86,47,16,0.960680577,0.172179004,0.123264514,0.154569787,0.168265844,0.091959241,0.031305273
SEMA5B,54437,1205,8,66942,21,1078,16.10349258,no link,Devreg,non-CNS,luxury,-0.45,107,16,10,36,16,10,0,1.598398614,0.239012877,0.149383048,0.537778973,0.239012877,0.149383048,0
SEMA6A,57556,1030,4,131301,17,1669,12.71125125,no link,Devreg,non-CNS,luxury,-0.06,94,5,22,24,19,2,3,0.715912293,0.038080441,0.167553941,0.182786117,0.144705676,0.015232176,0.022848265
SEMA6B,10501,888,2,17172,15,365,21.25553226,no link,Devreg,non-CNS,luxury,NA,27,0,7,3,16,0,0,1.572327044,0,0.407640345,0.174703005,0.931749359,0,0
SEMA6C,10500,962,6,14978,18,412,27.50701028,no link,Devreg,non-CNS,luxury,NA,12,0,1,5,6,0,0,0.801175057,0,0.066764588,0.33382294,0.400587528,0,0
SEMA6D,80031,1073,14,55735,17,400,7.176818875,no link,Devreg,CNS,luxury,-0.73,53,6,10,22,6,5,1,0.950928501,0.107652283,0.179420472,0.394725038,0.107652283,0.089710236,0.017942047
SEMA7A,8482,666,6,24670,12,193,7.823267126,no link,Devreg,CNS,luxury,-1.04,16,1,2,7,3,1,0,0.648561005,0.040535063,0.081070126,0.28374544,0.121605188,0.040535063,0
SEMG1,6406,402,2,2777,2,13,4.681310767,no link,non-devreg,non-CNS,luxury,0.89,1,0,0,0,0,0,0,0.360100828,0,0,0,0,0,0
SEMG2,6407,582,2,3090,1,0,0,no link,non-devreg,non-CNS,luxury,1.07,1,0,0,0,0,0,0,0.323624595,0,0,0,0,0,0
SENP1,29843,644,4,63411,16,1232,19.42880573,no link,Devreg,non-CNS,luxury,-0.05,98,12,9,9,49,10,2,1.545473183,0.189241614,0.141931211,0.141931211,0.772736591,0.157701345,0.031540269
SENP2,59343,589,2,44855,15,689,15.3606064,no link,non-devreg,non-CNS,housekeeping,-0.14,97,14,6,2,66,12,0,2.162523687,0.312116821,0.133764352,0.044588117,1.47140787,0.267528704,0
SENP3,26168,574,2,9979,10,260,26.0547149,no link,non-devreg,non-CNS,housekeeping,NA,14,0,4,2,6,0,0,1.402946187,0,0.400841768,0.200420884,0.601262652,0,0
SENP5,205564,755,2,66858,8,320,4.786263424,no link,non-devreg,non-CNS,housekeeping,0.38,150,39,9,7,77,24,6,2.24356098,0.583325855,0.134613659,0.104699512,1.151694636,0.358969757,0.089742439
SENP6,26054,1112,6,116373,22,1416,12.16777087,no link,non-devreg,non-CNS,housekeeping,0.36,214,53,17,12,97,49,3,1.838914525,0.455432102,0.146081995,0.103116702,0.833526677,0.421059868,0.025779176
SENP7,57337,1050,12,188968,22,1804,9.546589899,no link,non-devreg,non-CNS,luxury,0.49,273,122,21,18,81,81,25,1.444689048,0.645611955,0.111129927,0.095254223,0.428644003,0.428644003,0.132297532
SENP8,123228,212,10,22681,1,0,0,no link,non-devreg,non-CNS,luxury,-0.03,47,1,5,5,20,1,0,2.072219038,0.044089767,0.220448834,0.220448834,0.881795335,0.044089767,0
15-Sep,9403,124,4,51980,2,136,2.61639092,no link,non-devreg,non-CNS,luxury,NA,87,11,11,10,37,11,0,1.673720662,0.211619854,0.211619854,0.192381685,0.711812235,0.211619854,0
SEPHS1,22929,392,6,30861,7,284,9.202553385,no link,non-devreg,non-CNS,housekeeping,-0.65,54,14,1,2,29,12,1,1.749781277,0.453646998,0.032403357,0.064806714,0.939697353,0.388840284,0.032403357
SEPHS2,22928,448,2,2273,0,0,0,no link,non-devreg,non-CNS,luxury,0.59,1,0,0,0,0,0,0,0.439947206,0,0,0,0,0,0
SEPN1,57190,556,4,18047,10,353,19.56003768,no link,non-devreg,non-CNS,luxury,0.62,27,0,8,11,7,0,0,1.496093534,0,0.443286973,0.609519588,0.387876101,0,0
SEPP1,6414,381,6,12043,3,178,14.78037034,no link,non-devreg,CNS,luxury,0.57,11,1,1,2,5,1,0,0.913393673,0.083035788,0.083035788,0.166071577,0.415178942,0.083035788,0
SEPSECS,51091,501,2,40578,9,716,17.64502933,no link,non-devreg,non-CNS,luxury,0,49,4,10,7,16,3,1,1.20755089,0.098575583,0.246438957,0.17250727,0.394302331,0.073931687,0.024643896
1-Sep,1731,414,2,4718,10,0,0,no link,non-devreg,non-CNS,luxury,0.13,5,0,0,0,5,0,0,1.059771089,0,0,0,1.059771089,0,0
10-Sep,151011,454,4,71410,9,859,12.02912757,no link,non-devreg,non-CNS,luxury,-0.29,132,23,7,10,61,19,4,1.848480605,0.322083742,0.098025487,0.140036409,0.854222098,0.266069178,0.056014564
11-Sep,55752,429,2,88874,8,882,9.924162297,no link,non-devreg,non-CNS,luxury,-0.32,104,8,12,30,23,7,1,1.170196008,0.090015078,0.135022616,0.337556541,0.258793348,0.078763193,0.011251885
12-Sep,124404,358,4,10908,8,164,15.03483682,no link,non-devreg,non-CNS,luxury,-0.38,31,3,3,3,20,3,0,2.841950862,0.275027503,0.275027503,0.275027503,1.833516685,0.275027503,0
14-Sep,346288,432,2,69246,8,0,0,no link,non-devreg,non-CNS,luxury,0.84,186,76,3,4,87,58,11,2.68607573,1.09753632,0.043323802,0.057765069,1.256390261,0.837593507,0.158853941
2-Sep,4735,361,12,38719,11,497,12.83607531,no link,non-devreg,non-CNS,luxury,-0.01,56,13,5,2,31,13,0,1.446318345,0.335752473,0.129135567,0.051654227,0.800640512,0.335752473,0
3-Sep,55964,358,4,21295,9,472,22.16482742,no link,non-devreg,non-CNS,luxury,-0.3,39,0,8,10,15,0,0,1.831415825,0,0.375675041,0.469593801,0.704390702,0,0
4-Sep,5414,478,12,9168,10,402,43.84816754,no link,non-devreg,CNS,luxury,-0.8,9,0,1,3,3,0,0,0.981675393,0,0.109075044,0.327225131,0.327225131,0,0
5-Sep,5413,346,4,6360,9,177,27.83018868,no link,non-devreg,non-CNS,luxury,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Sep,23157,434,8,76425,8,1346,17.61203795,no link,non-devreg,non-CNS,luxury,-0.25,157,16,24,20,84,11,1,2.054301603,0.209355577,0.314033366,0.261694472,1.099116781,0.143931959,0.013084724
7-Sep,989,401,6,106120,10,1051,9.903882397,no link,non-devreg,non-CNS,luxury,NA,153,28,21,14,48,28,0,1.441764041,0.263852243,0.197889182,0.131926121,0.45231813,0.263852243,0
8-Sep,23176,483,12,26559,8,379,14.27011559,no link,non-devreg,non-CNS,luxury,-0.69,19,0,4,7,1,0,0,0.715388381,0,0.15060808,0.26356414,0.03765202,0,0
9-Sep,10801,586,22,219187,10,1953,8.910199966,no link,non-devreg,non-CNS,luxury,-1.5,326,45,26,52,125,43,1,1.487314485,0.205304147,0.118620174,0.237240347,0.570289296,0.196179518,0.004562314
SEPW1,6415,87,2,6102,4,11,1.802687643,no link,non-devreg,non-CNS,luxury,NA,8,0,1,1,6,0,0,1.311045559,0,0.163880695,0.163880695,0.983284169,0,0
SERAC1,84947,654,2,58777,15,772,13.1343893,no link,non-devreg,non-CNS,luxury,0.24,121,38,9,6,44,36,0,2.058628375,0.646511391,0.153121119,0.102080746,0.748592136,0.612484475,0
SERBP1,26135,408,8,22631,6,215,9.500243029,no link,non-devreg,non-CNS,housekeeping,-0.34,22,0,1,2,16,0,0,0.972117891,0,0.044187177,0.088374354,0.70699483,0,0
SERF1A,8293,110,4,17868,1,0,0,no link,non-devreg,non-CNS,luxury,NA,47,5,1,3,29,4,1,2.630400716,0.279829863,0.055965973,0.167897918,1.623013208,0.223863891,0.055965973
SERF1B,728492,110,4,17869,1,0,0,no link,non-devreg,non-CNS,luxury,NA,47,5,1,3,29,4,1,2.630253512,0.279814203,0.055962841,0.167888522,1.62292238,0.223851363,0.055962841
SERF2,10169,170,10,4114,1,0,0,no link,non-devreg,non-CNS,housekeeping,NA,1,0,0,1,0,0,0,0.243072436,0,0,0.243072436,0,0,0
SERGEF,26297,458,2,225041,9,4207,18.69437125,no link,non-devreg,non-CNS,housekeeping,0.82,445,49,92,159,44,44,1,1.977417448,0.217738101,0.408814394,0.70653792,0.195519927,0.195519927,0.004443635
